申万三级行业名称,股票代码,股票名称
数字芯片设计,688252.SH,天德钰
数字芯片设计,688256.SH,寒武纪
数字芯片设计,688259.SH,创耀科技
数字芯片设计,688262.SH,国芯科技
数字芯片设计,688279.SH,峰岹科技
数字芯片设计,688332.SH,中科蓝讯
数字芯片设计,688380.SH,中微半导
数字芯片设计,688385.SH,复旦微电
数字芯片设计,688416.SH,恒烁股份
数字芯片设计,688449.SH,联芸科技
数字芯片设计,688486.SH,龙迅股份
数字芯片设计,688521.SH,芯原股份
数字芯片设计,688525.SH,佰维存储
数字芯片设计,688589.SH,力合微
数字芯片设计,688591.SH,泰凌微
数字芯片设计,688593.SH,新相微
数字芯片设计,688595.SH,芯海科技
数字芯片设计,688608.SH,恒玄科技
数字芯片设计,688620.SH,安凯微
数字芯片设计,688702.SH,盛科通信-U
数字芯片设计,688709.SH,成都华微
数字芯片设计,688728.SH,格科微
数字芯片设计,688766.SH,普冉股份
数字芯片设计,688795.SH,摩尔线程-U
数字芯片设计,688801.SH,C燧原-U
数字芯片设计,688802.SH,沐曦股份-U
数字芯片设计,688807.SH,优迅股份
数字芯片设计,688825.SH,长鑫科技
数字芯片设计,920138.BJ,杰理科技
文化用品,002103.SZ,广博股份
文化用品,002301.SZ,齐心集团
文化用品,300703.SZ,创源股份
文化用品,301101.SZ,明月镜片
文化用品,603899.SH,晨光股份
文字媒体,603533.SH,掌阅科技
旅游综合,000524.SZ,岭南控股
旅游综合,000610.SZ,*ST西旅
旅游综合,000796.SZ,凯撒旅业
旅游综合,002627.SZ,三峡旅游
旅游综合,002707.SZ,众信旅游
旅游综合,600250.SH,南京商旅
旅游综合,603402.SH,陕西旅游
旅游零售Ⅲ,600185.SH,珠免集团
旅游零售Ⅲ,601888.SH,中国中免
无机盐,003017.SZ,大洋生物
无机盐,301256.SZ,华融化学
无机盐,600328.SH,中盐化工
无机盐,600367.SH,红星发展
无机盐,600714.SH,金瑞矿业
无机盐,600784.SH,鲁银投资
无机盐,600929.SH,雪天盐业
无机盐,603067.SH,振华股份
无机盐,603299.SH,苏盐井神
无机盐,603663.SH,三祥新材
有机硅,002211.SZ,ST宏达
有机硅,002909.SZ,集泰股份
有机硅,300019.SZ,硅宝科技
有机硅,300041.SZ,回天新材
有机硅,300727.SZ,润禾材料
有机硅,300821.SZ,东岳硅材
有机硅,603155.SH,新亚强
有机硅,603260.SH,合盛硅业
有机硅,603281.SH,江瀚新材
有机硅,605399.SH,晨光新材
有机硅,920015.BJ,锦华新材
期货,001236.SZ,弘业期货
期货,002961.SZ,瑞达期货
期货,600927.SH,永安期货
期货,603093.SH,南华期货
机器人,002698.SZ,博实股份
机器人,002747.SZ,埃斯顿
机器人,002979.SZ,雷赛智能
机器人,300024.SZ,机器人
机器人,300276.SZ,三丰智能
机器人,300607.SZ,拓斯达
机器人,301112.SZ,信邦智能
机器人,301199.SZ,迈赫股份
机器人,600215.SH,派斯林
机器人,603416.SH,信捷电气
机器人,603666.SH,亿嘉和
机器人,688017.SH,绿的谐波
机器人,688090.SH,瑞松科技
机器人,688165.SH,埃夫特-U
机器人,688218.SH,江苏北人
机器人,688255.SH,凯尔达
机器人,688290.SH,景业智能
机器人,688836.SH,宇树科技-W
机器人,920578.BJ,巨能股份
机器人,920579.BJ,机科股份
机器人,920593.BJ,鼎智科技
机场,000089.SZ,深圳机场
机场,600004.SH,白云机场
机场,600009.SH,上海机场
机场,600897.SH,厦门空港
机床工具,000410.SZ,沈阳机床
机床工具,000837.SZ,秦川机床
机床工具,002122.SZ,ST汇洲
机床工具,002248.SZ,华东数控
机床工具,002520.SZ,日发精机
机床工具,002559.SZ,亚威股份
机床工具,002903.SZ,宇环数控
机床工具,002943.SZ,宇晶股份
机床工具,003025.SZ,思进智能
机床工具,300161.SZ,华中数控
机床工具,300809.SZ,华辰装备
机床工具,301603.SZ,乔锋智能
机床工具,601882.SH,海天精工
机床工具,603088.SH,宁波精达
机床工具,688305.SH,科德数控
机床工具,688558.SH,国盛智科
机床工具,688577.SH,浙海德曼
机床工具,688697.SH,纽威数控
机床工具,920870.BJ,恒进感应
板材,000709.SZ,河钢股份
板材,000761.SZ,本钢板材
板材,000898.SZ,鞍钢股份
板材,000932.SZ,华菱钢铁
板材,000959.SZ,首钢股份
板材,600010.SH,包钢股份
板材,600019.SH,宝钢股份
板材,600022.SH,山东钢铁
板材,600126.SH,杭钢股份
板材,600307.SH,酒钢宏兴
板材,600569.SH,安阳钢铁
板材,600581.SH,*ST八钢
板材,600782.SH,新钢股份
板材,600808.SH,马钢股份
板材,601003.SH,柳钢股份
板材,601005.SH,重庆钢铁
林业Ⅲ,000592.SZ,平潭发展
林业Ⅲ,000663.SZ,永安林业
林业Ⅲ,002679.SZ,福建金森
林业Ⅲ,600265.SH,*ST景谷
果蔬加工,000972.SZ,中基健康
果蔬加工,300175.SZ,朗源股份
果蔬加工,600251.SH,冠农股份
果蔬加工,600962.SH,国投中鲁
果蔬加工,605198.SH,安德利
果蔬加工,920023.BJ,*ST田野
核力发电,000958.SZ,电投产融
核力发电,003816.SZ,中国广核
核力发电,601985.SH,中国核电
检测服务,002057.SZ,中钢天源
检测服务,002967.SZ,广电计量
检测服务,003008.SZ,开普检测
检测服务,300012.SZ,华测检测
检测服务,300215.SZ,电科院
检测服务,300416.SZ,苏试试验
检测服务,300797.SZ,钢研纳克
检测服务,300887.SZ,谱尼测试
检测服务,300938.SZ,信测标准
检测服务,301115.SZ,联检科技
检测服务,301228.SZ,实朴检测
检测服务,301289.SZ,国缆检测
检测服务,301449.SZ,天溯计量
检测服务,301508.SZ,中机认检
检测服务,301632.SZ,广东建科
检测服务,603060.SH,国检集团
检测服务,603183.SH,建研院
检测服务,688334.SH,西高院
检测服务,688757.SH,胜科纳米
检测服务,920122.BJ,中纺标
检测服务,920160.BJ,北矿检测
检测服务,920753.BJ,天纺标
棉纺,000726.SZ,鲁泰A
棉纺,000850.SZ,华茂股份
棉纺,002042.SZ,华孚时尚
棉纺,002083.SZ,孚日股份
棉纺,002394.SZ,联发股份
棉纺,600493.SH,凤竹纺织
棉纺,601339.SH,百隆东方
棉纺,603558.SH,健盛集团
楼宇设备,002367.SZ,康力电梯
楼宇设备,002527.SZ,新时达
楼宇设备,002689.SZ,ST远智
楼宇设备,002774.SZ,快意电梯
楼宇设备,002960.SZ,青鸟智控
楼宇设备,300669.SZ,沪宁股份
楼宇设备,300931.SZ,通用电梯
楼宇设备,301056.SZ,森赫股份
楼宇设备,600835.SH,上海机电
楼宇设备,600894.SH,广日股份
楼宇设备,603321.SH,梅轮电梯
楼宇设备,603356.SH,华菱精工
楼宇设备,603488.SH,展鹏科技
楼宇设备,605286.SH,同力天启
楼宇设备,920395.BJ,朗鸿科技
模拟芯片设计,300661.SZ,圣邦股份
模拟芯片设计,300671.SZ,富满微
模拟芯片设计,300782.SZ,卓胜微
模拟芯片设计,600171.SH,上海贝岭
模拟芯片设计,600877.SH,电科芯片
模拟芯片设计,603068.SH,博通集成
模拟芯片设计,603160.SH,汇顶科技
模拟芯片设计,603375.SH,盛景微
模拟芯片设计,688002.SH,睿创微纳
模拟芯片设计,688045.SH,必易微
模拟芯片设计,688052.SH,纳芯微
模拟芯片设计,688061.SH,灿瑞科技
模拟芯片设计,688130.SH,晶华微
模拟芯片设计,688141.SH,杰华特
模拟芯片设计,688153.SH,唯捷创芯
模拟芯片设计,688173.SH,希荻微
模拟芯片设计,688209.SH,英集芯
模拟芯片设计,688220.SH,翱捷科技-U
模拟芯片设计,688270.SH,ST臻镭
模拟芯片设计,688286.SH,敏芯股份
模拟芯片设计,688325.SH,赛微微电
模拟芯片设计,688368.SH,晶丰明源
模拟芯片设计,688381.SH,帝奥微
模拟芯片设计,688391.SH,钜泉科技
模拟芯片设计,688458.SH,美芯晟
模拟芯片设计,688484.SH,南芯科技
模拟芯片设计,688508.SH,芯朋微
模拟芯片设计,688512.SH,慧智微-U
模拟芯片设计,688515.SH,裕太微-U
模拟芯片设计,688536.SH,思瑞浦
模拟芯片设计,688582.SH,芯动联科
模拟芯片设计,688601.SH,力芯微
模拟芯片设计,688653.SH,康希通信
模拟芯片设计,688699.SH,明微电子
模拟芯片设计,688790.SH,昂瑞微-UW
模拟芯片设计,688798.SH,艾为电子
横向通用软件,002212.SZ,天融信
横向通用软件,002230.SZ,科大讯飞
横向通用软件,002279.SZ,久其软件
横向通用软件,002439.SZ,启明星辰
横向通用软件,300036.SZ,超图软件
横向通用软件,300311.SZ,任子行
横向通用软件,300369.SZ,绿盟科技
横向通用软件,300378.SZ,鼎捷数智
横向通用软件,300454.SZ,深信服
横向通用软件,300624.SZ,万兴科技
横向通用软件,300766.SZ,每日互动
横向通用软件,300768.SZ,迪普科技
横向通用软件,301270.SZ,汉仪股份
横向通用软件,301315.SZ,威士顿
横向通用软件,600288.SH,大恒科技
横向通用软件,600588.SH,用友网络
横向通用软件,601360.SH,三六零
横向通用软件,603039.SH,泛微网络
横向通用软件,688023.SH,安恒信息
横向通用软件,688030.SH,山石网科
横向通用软件,688031.SH,星环科技-U
横向通用软件,688058.SH,宝兰德
横向通用软件,688095.SH,福昕软件
横向通用软件,688111.SH,金山办公
横向通用软件,688152.SH,麒麟信安
横向通用软件,688168.SH,安博通
横向通用软件,688201.SH,ST信安
横向通用软件,688225.SH,亚信安全
横向通用软件,688244.SH,永信至诚
横向通用软件,688369.SH,致远互联
横向通用软件,688435.SH,英方软件
横向通用软件,688561.SH,奇安信-U
横向通用软件,688651.SH,盛邦安全
横向通用软件,688695.SH,中创股份
橡胶助剂,300121.SZ,阳谷华泰
橡胶助剂,603650.SH,彤程新材
民爆制品,002037.SZ,保利联合
民爆制品,002096.SZ,易普力
民爆制品,002226.SZ,江南化工
民爆制品,002246.SZ,北化股份
民爆制品,002360.SZ,ST同德
民爆制品,002497.SZ,雅化集团
民爆制品,002683.SZ,广东宏大
民爆制品,002783.SZ,凯龙股份
民爆制品,002827.SZ,高争民爆
民爆制品,002917.SZ,金奥博
民爆制品,003002.SZ,壶化股份
民爆制品,603227.SH,雪峰科技
民爆制品,603977.SH,国泰集团
氟化工,002326.SZ,永太科技
氟化工,002407.SZ,多氟多
氟化工,002915.SZ,中欣氟材
氟化工,300343.SZ,联创股份
氟化工,600160.SH,巨化股份
氟化工,600378.SH,昊华科技
氟化工,603310.SH,巍华新材
氟化工,603379.SH,三美股份
氟化工,603505.SH,金石资源
氟化工,605020.SH,永和股份
氨纶,002064.SZ,华峰化学
氮肥,000422.SZ,湖北宜化
氮肥,000731.SZ,四川美丰
氮肥,000912.SZ,泸天化
氮肥,600227.SH,赤天化
氮肥,600426.SH,华鲁恒升
氮肥,600691.SH,潞化科技
氯碱,000510.SZ,新金路
氯碱,000635.SZ,英力特
氯碱,000818.SZ,航锦科技
氯碱,002092.SZ,中泰化学
氯碱,002386.SZ,天原股份
氯碱,002748.SZ,世龙实业
氯碱,600075.SH,新疆天业
氯碱,600319.SH,亚星化学
氯碱,600618.SH,氯碱化工
氯碱,600935.SH,华塑股份
氯碱,601216.SH,君正集团
氯碱,601568.SH,北元化工
氯碱,601678.SH,滨化股份
氯碱,603213.SH,镇洋发展
水产养殖,002069.SZ,獐子岛
水产养殖,300094.SZ,国联水产
水产养殖,600257.SH,大湖股份
水产养殖,600467.SH,好当家
水产饲料,001313.SZ,粤海饲料
水产饲料,002311.SZ,海大集团
水产饲料,002696.SZ,百洋股份
水产饲料,603668.SH,天马科技
水力发电,000601.SZ,韶能股份
水力发电,000722.SZ,湖南发展
水力发电,000791.SZ,甘肃能源
水力发电,000993.SZ,闽东电力
水力发电,002039.SZ,黔源电力
水力发电,600025.SH,华能水电
水力发电,600236.SH,桂冠电力
水力发电,600292.SH,电投水电
水力发电,600674.SH,川投能源
水力发电,600868.SH,梅雁吉祥
水力发电,600886.SH,国投电力
水力发电,600900.SH,长江电力
水务及水治理,000544.SZ,中原环保
水务及水治理,000598.SZ,兴蓉环境
水务及水治理,000605.SZ,渤海股份
水务及水治理,000685.SZ,中山公用
水务及水治理,002573.SZ,清新环境
水务及水治理,002778.SZ,中晟高科
水务及水治理,003039.SZ,顺控发展
水务及水治理,300070.SZ,碧水源
水务及水治理,300172.SZ,中电环保
水务及水治理,300266.SZ,兴源环境
水务及水治理,300334.SZ,津膜科技
水务及水治理,300388.SZ,节能国祯
水务及水治理,300422.SZ,博世科
水务及水治理,300425.SZ,中建环能
水务及水治理,300437.SZ,清水源
水务及水治理,300664.SZ,鹏鹞环保
水务及水治理,300692.SZ,中赋科技
水务及水治理,300774.SZ,倍杰特
水务及水治理,300899.SZ,上海凯鑫
水务及水治理,300929.SZ,华骐环保
水务及水治理,300961.SZ,深水海纳
水务及水治理,301127.SZ,武汉天源
水务及水治理,301148.SZ,嘉戎技术
水务及水治理,301203.SZ,国泰环保
水务及水治理,301372.SZ,科净源
水务及水治理,301519.SZ,舜禹股份
水务及水治理,600008.SH,首创环保
水务及水治理,600168.SH,武汉控股
水务及水治理,600187.SH,*ST国中
水务及水治理,600283.SH,钱江水利
水务及水治理,600461.SH,洪城环境
水务及水治理,600769.SH,祥龙电业
水务及水治理,600796.SH,钱江生化
水务及水治理,600874.SH,创业环保
水务及水治理,601158.SH,重庆水务
水务及水治理,601199.SH,江南水务
水务及水治理,601368.SH,绿城水务
水务及水治理,603200.SH,上海洗霸
水务及水治理,603291.SH,联合水务
水务及水治理,603759.SH,海天股份
水务及水治理,603797.SH,联泰环保
水务及水治理,603817.SH,海峡环保
水务及水治理,603903.SH,中持股份
水务及水治理,688057.SH,金达莱
水务及水治理,688069.SH,德林海
水务及水治理,688096.SH,京源环保
水务及水治理,688101.SH,三达膜
水务及水治理,688335.SH,复洁科技
水务及水治理,688466.SH,金科环境
水务及水治理,688565.SH,力源科技
水泥制品,002205.SZ,国统股份
水泥制品,002302.SZ,西部建设
水泥制品,002596.SZ,海南瑞泽
水泥制品,002671.SZ,龙泉股份
水泥制品,003037.SZ,三和管桩
水泥制品,603616.SH,韩建河山
水泥制品,605122.SH,四方新材
水泥制造,000401.SZ,金隅冀东
水泥制造,000672.SZ,上峰材料
水泥制造,000789.SZ,万年青
水泥制造,000877.SZ,天山股份
水泥制造,002233.SZ,塔牌集团
水泥制造,600326.SH,西藏天路
水泥制造,600425.SH,青松建化
水泥制造,600449.SH,宁夏建材
水泥制造,600585.SH,海螺水泥
水泥制造,600668.SH,尖峰集团
水泥制造,600678.SH,ST金顶
水泥制造,600801.SH,华新建材
水泥制造,600802.SH,福建水泥
水泥制造,601992.SH,金隅集团
汽车电子电气系统,000901.SZ,航天科技
汽车电子电气系统,000980.SZ,众泰汽车
汽车电子电气系统,001365.SZ,天海电子
汽车电子电气系统,002239.SZ,奥特佳
汽车电子电气系统,002454.SZ,松芝股份
汽车电子电气系统,002664.SZ,信质集团
汽车电子电气系统,002766.SZ,索菱股份
汽车电子电气系统,002813.SZ,路畅科技
汽车电子电气系统,002870.SZ,香山股份
汽车电子电气系统,002906.SZ,华阳集团
汽车电子电气系统,002937.SZ,兴瑞科技
汽车电子电气系统,300304.SZ,云意电气
汽车电子电气系统,300681.SZ,英搏尔
汽车电子电气系统,300745.SZ,欣锐科技
汽车电子电气系统,300863.SZ,卡倍亿
汽车电子电气系统,300928.SZ,华安鑫创
汽车电子电气系统,301221.SZ,光庭信息
汽车电子电气系统,301310.SZ,鑫宏业
汽车电子电气系统,301488.SZ,豪恩汽电
汽车电子电气系统,301499.SZ,维科精密
汽车电子电气系统,301581.SZ,黄山谷捷
汽车电子电气系统,301607.SZ,富特科技
汽车电子电气系统,301631.SZ,壹连科技
汽车电子电气系统,301655.SZ,绿控传动
汽车电子电气系统,301656.SZ,联合动力
汽车电子电气系统,600651.SH,飞乐音响
汽车电子电气系统,600699.SH,均胜电子
汽车电子电气系统,603023.SH,威帝股份
汽车电子电气系统,603179.SH,新泉股份
汽车电子电气系统,603202.SH,天有为
汽车电子电气系统,603293.SH,埃泰克
汽车电子电气系统,603376.SH,大明电子
汽车电子电气系统,603390.SH,通达电气
汽车电子电气系统,603786.SH,科博达
汽车电子电气系统,605005.SH,合兴股份
汽车电子电气系统,605333.SH,沪光股份
汽车电子电气系统,688533.SH,上声电子
汽车电子电气系统,688612.SH,威迈斯
汽车电子电气系统,688667.SH,菱电电控
汽车电子电气系统,920436.BJ,大地电气
汽车经销商,600335.SH,国机汽车
汽车经销商,600386.SH,北巴传媒
汽车经销商,600653.SH,申华控股
汽车经销商,600822.SH,上海物贸
汽车经销商,920030.BJ,德众汽车
汽车综合服务,000757.SZ,浩物股份
汽车综合服务,300825.SZ,阿尔特
汽车综合服务,301215.SZ,中汽股份
汽车综合服务,600676.SH,久事动娱
汽车综合服务,601965.SH,中国汽研
油品石化贸易,000096.SZ,广聚能源
油品石化贸易,000554.SZ,泰山石油
油品石化贸易,001316.SZ,润贝航科
油品石化贸易,600256.SH,广汇能源
油品石化贸易,603223.SH,恒通股份
油品石化贸易,603353.SH,和顺石油
油气及炼化工程,002554.SZ,惠博普
油气及炼化工程,300164.SZ,通源石油
油气及炼化工程,300191.SZ,潜能恒信
油气及炼化工程,600339.SH,中油工程
油气及炼化工程,600583.SH,海油工程
油气及炼化工程,603727.SH,博迈科
油气开采Ⅲ,000968.SZ,蓝焰控股
油气开采Ⅲ,600759.SH,ST洲际
油气开采Ⅲ,600777.SH,新潮能源
油气开采Ⅲ,600938.SH,中国海油
油田服务,002207.SZ,*ST准油
油田服务,002629.SZ,仁智股份
油田服务,002828.SZ,贝肯能源
油田服务,600871.SH,石化油服
油田服务,600968.SH,海油发展
油田服务,601808.SH,中海油服
油田服务,603619.SH,中曼石油
油田服务,920088.BJ,科力股份
洗护用品,001328.SZ,登康口腔
洗护用品,600249.SH,两面针
洗护用品,603059.SH,倍加洁
洗护用品,603193.SH,润本股份
海洋捕捞,000798.SZ,中水渔业
海洋捕捞,600097.SH,开创国际
涂料,603378.SH,*ST亚士
涂料,603737.SH,三棵树
涂料油墨,000565.SZ,渝三峡A
涂料油墨,001335.SZ,信凯科技
涂料油墨,002319.SZ,乐通股份
涂料油墨,300225.SZ,金力泰
涂料油墨,300522.SZ,世名科技
涂料油墨,300665.SZ,飞鹿股份
涂料油墨,300758.SZ,七彩化学
涂料油墨,301036.SZ,双乐股份
涂料油墨,301037.SZ,保立佳
涂料油墨,301209.SZ,联合化学
涂料油墨,301683.SZ,慧谷新材
涂料油墨,603062.SH,麦加芯彩
涂料油墨,603110.SH,东方材料
涂料油墨,603378.SH,*ST亚士
涂料油墨,603737.SH,三棵树
涂料油墨,603823.SH,百合花
涂料油墨,688129.SH,东来技术
涂料油墨,688157.SH,松井股份
涂料油墨,688571.SH,杭华股份
涂料油墨,920107.BJ,恒兴股份
涂料油墨,920206.BJ,彩客科技
消费电子零部件及组装,000021.SZ,深科技
消费电子零部件及组装,001314.SZ,亿道信息
消费电子零部件及组装,002055.SZ,ST得润
消费电子零部件及组装,002139.SZ,拓邦股份
消费电子零部件及组装,002241.SZ,歌尔股份
消费电子零部件及组装,002369.SZ,卓翼科技
消费电子零部件及组装,002402.SZ,和而泰
消费电子零部件及组装,002426.SZ,胜利精密
消费电子零部件及组装,002475.SZ,立讯精密
消费电子零部件及组装,002600.SZ,领益智造
消费电子零部件及组装,002635.SZ,安洁科技
消费电子零部件及组装,002655.SZ,共达电声
消费电子零部件及组装,002660.SZ,茂硕电源
消费电子零部件及组装,002681.SZ,奋达科技
消费电子零部件及组装,002855.SZ,捷荣技术
消费电子零部件及组装,002861.SZ,瀛通通讯
消费电子零部件及组装,002866.SZ,传艺科技
消费电子零部件及组装,002925.SZ,盈趣科技
消费电子零部件及组装,002947.SZ,恒铭达
消费电子零部件及组装,002981.SZ,朝阳科技
消费电子零部件及组装,002993.SZ,奥海科技
消费电子零部件及组装,300032.SZ,金龙机电
消费电子零部件及组装,300115.SZ,长盈精密
消费电子零部件及组装,300128.SZ,锦富技术
消费电子零部件及组装,300136.SZ,信维通信
消费电子零部件及组装,300256.SZ,星星科技
消费电子零部件及组装,300322.SZ,硕贝德
消费电子零部件及组装,300433.SZ,蓝思科技
消费电子零部件及组装,300602.SZ,飞荣达
消费电子零部件及组装,300647.SZ,超频三
消费电子零部件及组装,300679.SZ,电连技术
消费电子零部件及组装,300686.SZ,智动力
消费电子零部件及组装,300709.SZ,精研科技
消费电子零部件及组装,300735.SZ,光弘科技
消费电子零部件及组装,300784.SZ,利安科技
消费电子零部件及组装,300787.SZ,海能实业
消费电子零部件及组装,300793.SZ,佳禾智能
消费电子零部件及组装,300812.SZ,易天股份
消费电子零部件及组装,300822.SZ,贝仕达克
消费电子零部件及组装,300843.SZ,胜蓝股份
消费电子零部件及组装,300857.SZ,协创数据
消费电子零部件及组装,300868.SZ,杰美特
消费电子零部件及组装,300916.SZ,朗特智能
消费电子零部件及组装,300951.SZ,博硕科技
消费电子零部件及组装,300956.SZ,英力股份
消费电子零部件及组装,300968.SZ,格林精密
消费电子零部件及组装,300976.SZ,达瑞电子
消费电子零部件及组装,301051.SZ,信濠光电
消费电子零部件及组装,301067.SZ,显盈科技
消费电子零部件及组装,301086.SZ,鸿富瀚
消费电子零部件及组装,301123.SZ,奕东电子
消费电子零部件及组装,301180.SZ,万祥科技
消费电子零部件及组装,301285.SZ,鸿日达
消费电子零部件及组装,301326.SZ,捷邦科技
消费电子零部件及组装,301329.SZ,信音电子
消费电子零部件及组装,301383.SZ,天键股份
消费电子零部件及组装,301387.SZ,光大同创
消费电子零部件及组装,301389.SZ,隆扬电子
消费电子零部件及组装,301486.SZ,致尚科技
消费电子零部件及组装,301491.SZ,汉桑科技
消费电子零部件及组装,301567.SZ,贝隆精密
消费电子零部件及组装,301626.SZ,苏州天脉
消费电子零部件及组装,600130.SH,波导股份
消费电子零部件及组装,600203.SH,福日电子
消费电子零部件及组装,600363.SH,联创光电
消费电子零部件及组装,601138.SH,工业富联
消费电子零部件及组装,601231.SH,环旭电子
消费电子零部件及组装,603052.SH,可川科技
消费电子零部件及组装,603296.SH,华勤技术
消费电子零部件及组装,603327.SH,福蓉科技
消费电子零部件及组装,603341.SH,龙旗科技
消费电子零部件及组装,603380.SH,易德龙
消费电子零部件及组装,603595.SH,ST东尼
消费电子零部件及组装,603626.SH,科森科技
消费电子零部件及组装,603629.SH,利通电子
消费电子零部件及组装,603633.SH,徕木股份
消费电子零部件及组装,603890.SH,春秋电子
消费电子零部件及组装,605277.SH,新亚电子
消费电子零部件及组装,688210.SH,统联精密
消费电子零部件及组装,688260.SH,昀冢科技
消费电子零部件及组装,688678.SH,福立旺
消费电子零部件及组装,920005.BJ,鼎佳精密
消费电子零部件及组装,920212.BJ,智新电子
消费电子零部件及组装,920267.BJ,鑫汇科
消费电子零部件及组装,920346.BJ,威贸电子
消费电子零部件及组装,920357.BJ,雅葆轩
消费电子零部件及组装,920701.BJ,豪声电子
消费电子零部件及组装,920857.BJ,泓禧科技
消费电子零部件及组装,920876.BJ,慧为智能
涤纶,000936.SZ,华西股份
涤纶,002206.SZ,海利得
涤纶,002427.SZ,尤夫股份
涤纶,002998.SZ,优彩资源
涤纶,301057.SZ,汇隆新材
涤纶,600370.SH,*ST三房
涤纶,603073.SH,彩蝶实业
涤纶,603225.SH,新凤鸣
涤纶,603332.SH,苏州龙杰
涤纶,603406.SH,天富龙
清洁小家电,300272.SZ,开能健康
清洁小家电,301187.SZ,欧圣电气
清洁小家电,301332.SZ,德尔玛
清洁小家电,603219.SH,富佳股份
清洁小家电,603355.SH,莱克电气
清洁小家电,603486.SH,科沃斯
清洁小家电,605555.SH,德昌股份
清洁小家电,688169.SH,石头科技
清洁小家电,920081.BJ,欧伦电气
港口,000088.SZ,盐田港
港口,000582.SZ,北部湾港
港口,000905.SZ,厦门港务
港口,001872.SZ,招商港口
港口,002040.SZ,南京港
港口,600017.SH,日照港
港口,600018.SH,上港集团
港口,600279.SH,重庆港
港口,600717.SH,天津港
港口,601000.SH,唐山港
港口,601008.SH,连云港
港口,601018.SH,宁波港
港口,601228.SH,广州港
港口,601298.SH,青岛港
港口,601326.SH,秦港股份
港口,601880.SH,辽港股份
游戏Ⅲ,002174.SZ,游族网络
游戏Ⅲ,002425.SZ,凯撒文化
游戏Ⅲ,002517.SZ,恺英网络
游戏Ⅲ,002555.SZ,三七互娱
游戏Ⅲ,002558.SZ,巨人网络
游戏Ⅲ,002602.SZ,世纪华通
游戏Ⅲ,002605.SZ,姚记科技
游戏Ⅲ,002624.SZ,完美世界
游戏Ⅲ,002919.SZ,名臣健康
游戏Ⅲ,300002.SZ,神州泰岳
游戏Ⅲ,300031.SZ,宝通科技
游戏Ⅲ,300043.SZ,星辉娱乐
游戏Ⅲ,300052.SZ,中青宝
游戏Ⅲ,300113.SZ,顺网科技
游戏Ⅲ,300299.SZ,富春股份
游戏Ⅲ,300315.SZ,掌趣科技
游戏Ⅲ,300418.SZ,昆仑万维
游戏Ⅲ,300459.SZ,汤姆猫
游戏Ⅲ,300467.SZ,迅游科技
游戏Ⅲ,300494.SZ,盛天网络
游戏Ⅲ,300533.SZ,冰川网络
游戏Ⅲ,600633.SH,浙数文化
游戏Ⅲ,600715.SH,文投控股
游戏Ⅲ,600892.SH,大晟文化
游戏Ⅲ,603258.SH,电魂网络
游戏Ⅲ,603444.SH,吉比特
激光设备,000988.SZ,华工科技
激光设备,002008.SZ,大族激光
激光设备,300220.SZ,金运激光
激光设备,300227.SZ,光韵达
激光设备,300747.SZ,锐科激光
激光设备,301021.SZ,英诺激光
激光设备,688025.SH,杰普特
激光设备,688170.SH,德龙激光
激光设备,688518.SH,联赢激光
激光设备,688559.SH,海目星
激光设备,688646.SH,逸飞激光
激光设备,688826.SH,频准激光
火力发电,000027.SZ,深圳能源
火力发电,000037.SZ,深南电A
火力发电,000531.SZ,穗恒运A
火力发电,000539.SZ,粤电力A
火力发电,000543.SZ,皖能电力
火力发电,000600.SZ,建投能源
火力发电,000690.SZ,宝新能源
火力发电,000767.SZ,晋控电力
火力发电,000966.SZ,长源电力
火力发电,001286.SZ,陕西能源
火力发电,001896.SZ,豫能控股
火力发电,002039.SZ,黔源电力
火力发电,600011.SH,华能国际
火力发电,600021.SH,上海电力
火力发电,600023.SH,浙能电力
火力发电,600027.SH,华电国际
火力发电,600098.SH,广州发展
火力发电,600396.SH,华电辽能
火力发电,600483.SH,福能股份
火力发电,600509.SH,天富能源
火力发电,600578.SH,京能电力
火力发电,600642.SH,申能股份
火力发电,600726.SH,华电能源
火力发电,600744.SH,华银电力
火力发电,600780.SH,通宝能源
火力发电,600795.SH,国电电力
火力发电,600863.SH,华能蒙电
火力发电,600886.SH,国投电力
火力发电,601991.SH,大唐发电
火电设备,002255.SZ,海陆重工
火电设备,002534.SZ,西子洁能
火电设备,002630.SZ,*ST华西
炭黑,001207.SZ,联科科技
炭黑,002068.SZ,黑猫股份
炭黑,002442.SZ,龙星科技
炭黑,002753.SZ,永东股份
炭黑,301300.SZ,远翔新材
炭黑,605183.SH,确成股份
炼油化工,000059.SZ,华锦股份
炼油化工,000301.SZ,东方盛虹
炼油化工,000698.SZ,ST沈化
炼油化工,000703.SZ,恒逸石化
炼油化工,002493.SZ,荣盛石化
炼油化工,600028.SH,中国石化
炼油化工,600346.SH,恒力石化
炼油化工,600506.SH,统一股份
炼油化工,600688.SH,上海石化
炼油化工,601857.SH,中国石油
烘焙食品,001219.SZ,青岛食品
烘焙食品,002719.SZ,ST麦趣
烘焙食品,002820.SZ,桂发祥
烘焙食品,002956.SZ,西麦食品
烘焙食品,300973.SZ,立高食品
烘焙食品,603043.SH,广州酒家
烘焙食品,603866.SH,桃李面包
烘焙食品,603886.SH,元祖股份
烘焙食品,605339.SH,南侨食品
热力服务,000692.SZ,惠天热电
